Time(sec)	CellId	BwpId	txStreamId 	IMSI	rxStreamId	pathLoss(dB)
0.18025	1	0	0	10	0	-69.953
0.180286	1	0	0	11	0	-72.3059
0.190036	1	0	0	12	0	-70.3322
0.190036	1	0	0	13	0	-67.1333
0.190071	1	0	0	14	0	-71.606
0.190071	1	0	0	15	0	-55.6931
0.190107	1	0	0	1	0	-76.8842
0.190107	1	0	0	2	0	-62.6137
0.190143	1	0	0	3	0	-71.5877
0.190143	1	0	0	4	0	-70.3369
0.190179	1	0	0	5	0	-61.927
0.190179	1	0	0	6	0	-73.0854
0.190214	1	0	0	7	0	-84.5998
0.190214	1	0	0	8	0	-60.9151
0.19025	1	0	0	9	0	-61.7209
0.19025	1	0	0	10	0	-69.953
0.190286	1	0	0	11	0	-72.3059
0.200036	1	0	0	12	0	-70.3322
0.200036	1	0	0	13	0	-67.1333
0.200071	1	0	0	14	0	-71.606
0.200071	1	0	0	15	0	-55.6931
0.200107	1	0	0	1	0	-76.8842
0.200107	1	0	0	2	0	-62.6137
0.200143	1	0	0	3	0	-71.5877
0.200143	1	0	0	4	0	-70.3369
0.200179	1	0	0	5	0	-61.927
0.200179	1	0	0	6	0	-73.0854
0.200214	1	0	0	7	0	-84.5998
0.200214	1	0	0	8	0	-60.9151
0.20025	1	0	0	9	0	-61.7209
0.20025	1	0	0	10	0	-69.953
0.200286	1	0	0	11	0	-72.3059
0.210036	1	0	0	12	0	-70.3322
0.210036	1	0	0	13	0	-67.1333
0.210071	1	0	0	14	0	-71.606
0.210071	1	0	0	15	0	-55.6931
0.210107	1	0	0	1	0	-76.8842
0.210107	1	0	0	2	0	-62.6137
0.210143	1	0	0	3	0	-71.5877
0.210143	1	0	0	4	0	-70.3369
0.210179	1	0	0	5	0	-61.927
0.210179	1	0	0	6	0	-73.0854
0.210214	1	0	0	7	0	-84.5998
0.210214	1	0	0	8	0	-60.9151
0.21025	1	0	0	9	0	-61.7209
0.21025	1	0	0	10	0	-69.953
0.210286	1	0	0	11	0	-72.3059
0.220036	1	0	0	12	0	-70.3322
0.220036	1	0	0	13	0	-67.1333
0.220071	1	0	0	14	0	-71.606
0.220071	1	0	0	15	0	-55.6931
0.220107	1	0	0	1	0	-76.8842
0.220107	1	0	0	2	0	-62.6137
0.220143	1	0	0	3	0	-71.5877
0.220143	1	0	0	4	0	-70.3369
0.220179	1	0	0	5	0	-61.927
0.220179	1	0	0	6	0	-73.0854
0.220214	1	0	0	7	0	-84.5998
0.220214	1	0	0	8	0	-60.9151
0.22025	1	0	0	9	0	-61.7209
0.22025	1	0	0	10	0	-69.953
0.220286	1	0	0	11	0	-72.3059
0.230036	1	0	0	12	0	-70.3322
0.230036	1	0	0	13	0	-67.1333
0.230071	1	0	0	14	0	-71.606
0.230071	1	0	0	15	0	-55.6931
0.230107	1	0	0	1	0	-76.8842
0.230107	1	0	0	2	0	-62.6137
0.230143	1	0	0	3	0	-71.5877
0.230143	1	0	0	4	0	-70.3369
0.230179	1	0	0	5	0	-61.927
0.230179	1	0	0	6	0	-73.0854
0.230214	1	0	0	7	0	-84.5998
0.230214	1	0	0	8	0	-60.9151
0.23025	1	0	0	9	0	-61.7209
0.23025	1	0	0	10	0	-69.953
0.230286	1	0	0	11	0	-72.3059
0.240036	1	0	0	12	0	-70.3322
0.240036	1	0	0	13	0	-67.1333
0.240071	1	0	0	14	0	-71.606
0.240071	1	0	0	15	0	-55.6931
0.240107	1	0	0	1	0	-76.8842
0.240107	1	0	0	2	0	-62.6137
0.240143	1	0	0	3	0	-71.5877
0.240143	1	0	0	4	0	-70.3369
0.240179	1	0	0	5	0	-61.927
0.240179	1	0	0	6	0	-73.0854
0.240214	1	0	0	7	0	-84.5998
0.240214	1	0	0	8	0	-60.9151
0.24025	1	0	0	9	0	-61.7209
0.24025	1	0	0	10	0	-69.953
0.240286	1	0	0	11	0	-72.3059
0.250036	1	0	0	12	0	-70.3322
0.250036	1	0	0	13	0	-67.1333
0.250071	1	0	0	14	0	-71.606
0.250071	1	0	0	15	0	-55.6931
0.250107	1	0	0	1	0	-76.8842
0.250107	1	0	0	2	0	-62.6137
0.250143	1	0	0	3	0	-71.5877
0.250143	1	0	0	4	0	-70.3369
0.250179	1	0	0	5	0	-61.927
0.250179	1	0	0	6	0	-73.0854
0.250214	1	0	0	7	0	-84.5998
0.250214	1	0	0	8	0	-60.9151
0.25025	1	0	0	9	0	-61.7209
0.25025	1	0	0	10	0	-69.953
0.250286	1	0	0	11	0	-72.3059
0.260036	1	0	0	12	0	-70.3322
0.260036	1	0	0	13	0	-67.1333
0.260071	1	0	0	14	0	-71.606
0.260071	1	0	0	15	0	-55.6931
0.260107	1	0	0	1	0	-76.8842
0.260107	1	0	0	2	0	-62.6137
0.260143	1	0	0	3	0	-71.5877
0.260143	1	0	0	4	0	-70.3369
0.260179	1	0	0	5	0	-61.927
0.260179	1	0	0	6	0	-73.0854
0.260214	1	0	0	7	0	-84.5998
0.260214	1	0	0	8	0	-60.9151
0.26025	1	0	0	9	0	-61.7209
0.26025	1	0	0	10	0	-69.953
0.260286	1	0	0	11	0	-72.3059
0.270036	1	0	0	12	0	-70.3322
0.270036	1	0	0	13	0	-67.1333
0.270071	1	0	0	14	0	-71.606
0.270071	1	0	0	15	0	-55.6931
0.270107	1	0	0	1	0	-76.8842
0.270107	1	0	0	2	0	-62.6137
0.270143	1	0	0	3	0	-71.5877
0.270143	1	0	0	4	0	-70.3369
0.270179	1	0	0	5	0	-61.927
0.270179	1	0	0	6	0	-73.0854
0.270214	1	0	0	7	0	-84.5998
0.270214	1	0	0	8	0	-60.9151
0.27025	1	0	0	9	0	-61.7209
0.27025	1	0	0	10	0	-69.953
0.270286	1	0	0	11	0	-72.3059
0.280036	1	0	0	12	0	-70.3322
0.280036	1	0	0	13	0	-67.1333
0.280071	1	0	0	14	0	-71.606
0.280071	1	0	0	15	0	-55.6931
0.280107	1	0	0	1	0	-76.8842
0.280107	1	0	0	2	0	-62.6137
0.280143	1	0	0	3	0	-71.5877
0.280143	1	0	0	4	0	-70.3369
0.280179	1	0	0	5	0	-61.927
0.280179	1	0	0	6	0	-73.0854
0.280214	1	0	0	7	0	-84.5998
0.280214	1	0	0	8	0	-60.9151
0.28025	1	0	0	9	0	-61.7209
0.28025	1	0	0	10	0	-69.953
0.280286	1	0	0	11	0	-72.3059
0.290036	1	0	0	12	0	-70.3322
0.290036	1	0	0	13	0	-67.1333
0.290071	1	0	0	14	0	-71.606
0.290071	1	0	0	15	0	-55.6931
0.290107	1	0	0	1	0	-76.8842
0.290107	1	0	0	2	0	-62.6137
0.290143	1	0	0	3	0	-71.5877
0.290143	1	0	0	4	0	-70.3369
0.290179	1	0	0	5	0	-61.927
0.290179	1	0	0	6	0	-73.0854
0.290214	1	0	0	7	0	-84.5998
0.290214	1	0	0	8	0	-60.9151
0.29025	1	0	0	9	0	-61.7209
0.29025	1	0	0	10	0	-69.953
0.290286	1	0	0	11	0	-72.3059
0.300036	1	0	0	12	0	-70.3322
0.300036	1	0	0	13	0	-67.1333
0.300071	1	0	0	14	0	-71.606
0.300071	1	0	0	15	0	-55.6931
0.300107	1	0	0	1	0	-76.8842
0.300107	1	0	0	2	0	-62.6137
0.300143	1	0	0	3	0	-71.5877
0.300143	1	0	0	4	0	-70.3369
0.300179	1	0	0	5	0	-61.927
0.300179	1	0	0	6	0	-73.0854
0.300214	1	0	0	7	0	-84.5998
0.300214	1	0	0	8	0	-60.9151
0.30025	1	0	0	9	0	-61.7209
0.30025	1	0	0	10	0	-69.953
0.300286	1	0	0	11	0	-72.3059
0.310036	1	0	0	12	0	-70.3322
0.310036	1	0	0	13	0	-67.1333
0.310071	1	0	0	14	0	-71.606
0.310071	1	0	0	15	0	-55.6931
0.310107	1	0	0	1	0	-76.8842
0.310107	1	0	0	2	0	-62.6137
0.310143	1	0	0	3	0	-71.5877
0.310143	1	0	0	4	0	-70.3369
0.310179	1	0	0	5	0	-61.927
0.310179	1	0	0	6	0	-73.0854
0.310214	1	0	0	7	0	-84.5998
0.310214	1	0	0	8	0	-60.9151
0.31025	1	0	0	9	0	-61.7209
0.31025	1	0	0	10	0	-69.953
0.310286	1	0	0	11	0	-72.3059
0.320036	1	0	0	12	0	-70.3322
0.320036	1	0	0	13	0	-67.1333
0.320071	1	0	0	14	0	-71.606
0.320071	1	0	0	15	0	-55.6931
0.320107	1	0	0	1	0	-76.8842
0.320107	1	0	0	2	0	-62.6137
0.320143	1	0	0	3	0	-71.5877
0.320143	1	0	0	4	0	-70.3369
0.320179	1	0	0	5	0	-61.927
0.320179	1	0	0	6	0	-73.0854
0.320214	1	0	0	7	0	-84.5998
0.320214	1	0	0	8	0	-60.9151
0.32025	1	0	0	9	0	-61.7209
0.32025	1	0	0	10	0	-69.953
0.320286	1	0	0	11	0	-72.3059
0.330036	1	0	0	12	0	-70.3322
0.330036	1	0	0	13	0	-67.1333
0.330071	1	0	0	14	0	-71.606
0.330071	1	0	0	15	0	-55.6931
0.330107	1	0	0	1	0	-76.8842
0.330107	1	0	0	2	0	-62.6137
0.330143	1	0	0	3	0	-71.5877
0.330143	1	0	0	4	0	-70.3369
0.330179	1	0	0	5	0	-61.927
0.330179	1	0	0	6	0	-73.0854
0.330214	1	0	0	7	0	-84.5998
0.330214	1	0	0	8	0	-60.9151
0.33025	1	0	0	9	0	-61.7209
0.33025	1	0	0	10	0	-69.953
0.330286	1	0	0	11	0	-72.3059
0.340036	1	0	0	12	0	-70.3322
0.340036	1	0	0	13	0	-67.1333
0.340071	1	0	0	14	0	-71.606
0.340071	1	0	0	15	0	-55.6931
0.340107	1	0	0	1	0	-76.8842
0.340107	1	0	0	2	0	-62.6137
0.340143	1	0	0	3	0	-71.5877
0.340143	1	0	0	4	0	-70.3369
0.340179	1	0	0	5	0	-61.927
0.340179	1	0	0	6	0	-73.0854
0.340214	1	0	0	7	0	-84.5998
0.340214	1	0	0	8	0	-60.9151
0.34025	1	0	0	9	0	-61.7209
0.34025	1	0	0	10	0	-69.953
0.340286	1	0	0	11	0	-72.3059
0.350036	1	0	0	12	0	-70.3322
0.350036	1	0	0	13	0	-67.1333
0.350071	1	0	0	14	0	-71.606
0.350071	1	0	0	15	0	-55.6931
0.350107	1	0	0	1	0	-76.8842
0.350107	1	0	0	2	0	-62.6137
0.350143	1	0	0	3	0	-71.5877
0.350143	1	0	0	4	0	-70.3369
0.350179	1	0	0	5	0	-61.927
0.350179	1	0	0	6	0	-73.0854
0.350214	1	0	0	7	0	-84.5998
0.350214	1	0	0	8	0	-60.9151
0.35025	1	0	0	9	0	-61.7209
0.35025	1	0	0	10	0	-69.953
0.350286	1	0	0	11	0	-72.3059
0.360036	1	0	0	12	0	-70.3322
0.360036	1	0	0	13	0	-67.1333
0.360071	1	0	0	14	0	-71.606
0.360071	1	0	0	15	0	-55.6931
0.360107	1	0	0	1	0	-76.8842
0.360107	1	0	0	2	0	-62.6137
0.360143	1	0	0	3	0	-71.5877
0.360143	1	0	0	4	0	-70.3369
0.360179	1	0	0	5	0	-61.927
0.360179	1	0	0	6	0	-73.0854
0.360214	1	0	0	7	0	-84.5998
0.360214	1	0	0	8	0	-60.9151
0.36025	1	0	0	9	0	-61.7209
0.36025	1	0	0	10	0	-69.953
0.360286	1	0	0	11	0	-72.3059
0.370036	1	0	0	12	0	-70.3322
0.370036	1	0	0	13	0	-67.1333
0.370071	1	0	0	14	0	-71.606
0.370071	1	0	0	15	0	-55.6931
0.370107	1	0	0	1	0	-76.8842
0.370107	1	0	0	2	0	-62.6137
0.370143	1	0	0	3	0	-71.5877
0.370143	1	0	0	4	0	-70.3369
0.370179	1	0	0	5	0	-61.927
0.370179	1	0	0	6	0	-73.0854
0.370214	1	0	0	7	0	-84.5998
0.370214	1	0	0	8	0	-60.9151
0.37025	1	0	0	9	0	-61.7209
0.37025	1	0	0	10	0	-69.953
0.370286	1	0	0	11	0	-72.3059
0.380036	1	0	0	12	0	-70.3322
0.380036	1	0	0	13	0	-67.1333
0.380071	1	0	0	14	0	-71.606
0.380071	1	0	0	15	0	-55.6931
0.380107	1	0	0	1	0	-76.8842
0.380107	1	0	0	2	0	-62.6137
0.380143	1	0	0	3	0	-71.5877
0.380143	1	0	0	4	0	-70.3369
0.380179	1	0	0	5	0	-61.927
0.380179	1	0	0	6	0	-73.0854
0.380214	1	0	0	7	0	-84.5998
0.380214	1	0	0	8	0	-60.9151
0.38025	1	0	0	9	0	-61.7209
0.38025	1	0	0	10	0	-69.953
0.380286	1	0	0	11	0	-72.3059
0.390036	1	0	0	12	0	-70.3322
0.390036	1	0	0	13	0	-67.1333
0.390071	1	0	0	14	0	-71.606
0.390071	1	0	0	15	0	-55.6931
0.390107	1	0	0	1	0	-76.8842
0.390107	1	0	0	2	0	-62.6137
0.390143	1	0	0	3	0	-71.5877
0.390143	1	0	0	4	0	-70.3369
0.390179	1	0	0	5	0	-61.927
0.390179	1	0	0	6	0	-73.0854
0.390214	1	0	0	7	0	-84.5998
0.390214	1	0	0	8	0	-60.9151
0.39025	1	0	0	9	0	-61.7209
0.39025	1	0	0	10	0	-69.953
0.390286	1	0	0	11	0	-72.3059
0.400036	1	0	0	12	0	-70.3322
0.400036	1	0	0	13	0	-67.1333
0.400071	1	0	0	14	0	-71.606
0.400071	1	0	0	15	0	-55.6931
0.400107	1	0	0	1	0	-76.8842
0.400107	1	0	0	2	0	-62.6137
0.400143	1	0	0	3	0	-71.5877
0.400143	1	0	0	4	0	-70.3369
0.400179	1	0	0	5	0	-61.927
0.400179	1	0	0	6	0	-73.0854
0.400214	1	0	0	7	0	-84.5998
0.400214	1	0	0	8	0	-60.9151
0.40025	1	0	0	9	0	-61.7209
0.40025	1	0	0	10	0	-69.953
0.400286	1	0	0	11	0	-72.3059
0.410036	1	0	0	12	0	-70.3322
0.410036	1	0	0	13	0	-67.1333
0.410071	1	0	0	14	0	-71.606
0.410071	1	0	0	15	0	-55.6931
0.410107	1	0	0	1	0	-76.8842
0.410107	1	0	0	2	0	-62.6137
0.410143	1	0	0	3	0	-71.5877
0.410143	1	0	0	4	0	-70.3369
0.410179	1	0	0	5	0	-61.927
0.410179	1	0	0	6	0	-73.0854
0.410214	1	0	0	7	0	-84.5998
0.410214	1	0	0	8	0	-60.9151
0.41025	1	0	0	9	0	-61.7209
0.41025	1	0	0	10	0	-69.953
0.410286	1	0	0	11	0	-72.3059
0.420036	1	0	0	12	0	-70.3322
0.420036	1	0	0	13	0	-67.1333
0.420071	1	0	0	14	0	-71.606
0.420071	1	0	0	15	0	-55.6931
0.420107	1	0	0	1	0	-76.8842
0.420107	1	0	0	2	0	-62.6137
0.420143	1	0	0	3	0	-71.5877
0.420143	1	0	0	4	0	-70.3369
0.420179	1	0	0	5	0	-61.927
0.420179	1	0	0	6	0	-73.0854
0.420214	1	0	0	7	0	-84.5998
0.420214	1	0	0	8	0	-60.9151
0.42025	1	0	0	9	0	-61.7209
0.42025	1	0	0	10	0	-69.953
0.420286	1	0	0	11	0	-72.3059
0.430036	1	0	0	12	0	-70.3322
0.430036	1	0	0	13	0	-67.1333
0.430071	1	0	0	14	0	-71.606
0.430071	1	0	0	15	0	-55.6931
0.430107	1	0	0	1	0	-76.8842
0.430107	1	0	0	2	0	-62.6137
0.430143	1	0	0	3	0	-71.5877
0.430143	1	0	0	4	0	-70.3369
0.430179	1	0	0	5	0	-61.927
0.430179	1	0	0	6	0	-73.0854
0.430214	1	0	0	7	0	-84.5998
0.430214	1	0	0	8	0	-60.9151
0.43025	1	0	0	9	0	-61.7209
0.43025	1	0	0	10	0	-69.953
0.430286	1	0	0	11	0	-72.3059
0.440036	1	0	0	12	0	-70.3322
0.440036	1	0	0	13	0	-67.1333
0.440071	1	0	0	14	0	-71.606
0.440071	1	0	0	15	0	-55.6931
0.440107	1	0	0	1	0	-76.8842
0.440107	1	0	0	2	0	-62.6137
0.440143	1	0	0	3	0	-71.5877
0.440143	1	0	0	4	0	-70.3369
0.440179	1	0	0	5	0	-61.927
0.440179	1	0	0	6	0	-73.0854
0.440214	1	0	0	7	0	-84.5998
0.440214	1	0	0	8	0	-60.9151
0.44025	1	0	0	9	0	-61.7209
0.44025	1	0	0	10	0	-69.953
0.440286	1	0	0	11	0	-72.3059
0.450036	1	0	0	12	0	-70.3322
0.450036	1	0	0	13	0	-67.1333
0.450071	1	0	0	14	0	-71.606
0.450071	1	0	0	15	0	-55.6931
0.450107	1	0	0	1	0	-76.8842
0.450107	1	0	0	2	0	-62.6137
0.450143	1	0	0	3	0	-71.5877
0.450143	1	0	0	4	0	-70.3369
0.450179	1	0	0	5	0	-61.927
0.450179	1	0	0	6	0	-73.0854
0.450214	1	0	0	7	0	-84.5998
0.450214	1	0	0	8	0	-60.9151
0.45025	1	0	0	9	0	-61.7209
0.45025	1	0	0	10	0	-69.953
0.450286	1	0	0	11	0	-72.3059
0.460036	1	0	0	12	0	-70.3322
0.460036	1	0	0	13	0	-67.1333
0.460071	1	0	0	14	0	-71.606
0.460071	1	0	0	15	0	-55.6931
0.460107	1	0	0	1	0	-76.8842
0.460107	1	0	0	2	0	-62.6137
0.460143	1	0	0	3	0	-71.5877
0.460143	1	0	0	4	0	-70.3369
0.460179	1	0	0	5	0	-61.927
0.460179	1	0	0	6	0	-73.0854
0.460214	1	0	0	7	0	-84.5998
0.460214	1	0	0	8	0	-60.9151
0.46025	1	0	0	9	0	-61.7209
0.46025	1	0	0	10	0	-69.953
0.460286	1	0	0	11	0	-72.3059
0.470036	1	0	0	12	0	-70.3322
0.470036	1	0	0	13	0	-67.1333
0.470071	1	0	0	14	0	-71.606
0.470071	1	0	0	15	0	-55.6931
0.470107	1	0	0	1	0	-76.8842
0.470107	1	0	0	2	0	-62.6137
0.470143	1	0	0	3	0	-71.5877
0.470143	1	0	0	4	0	-70.3369
0.470179	1	0	0	5	0	-61.927
0.470179	1	0	0	6	0	-73.0854
0.470214	1	0	0	7	0	-84.5998
0.470214	1	0	0	8	0	-60.9151
0.47025	1	0	0	9	0	-61.7209
0.47025	1	0	0	10	0	-69.953
0.470286	1	0	0	11	0	-72.3059
0.480036	1	0	0	12	0	-70.3322
0.480036	1	0	0	13	0	-67.1333
0.480071	1	0	0	14	0	-71.606
0.480071	1	0	0	15	0	-55.6931
0.480107	1	0	0	1	0	-76.8842
0.480107	1	0	0	2	0	-62.6137
0.480143	1	0	0	3	0	-71.5877
0.480143	1	0	0	4	0	-70.3369
0.480179	1	0	0	5	0	-61.927
0.480179	1	0	0	6	0	-73.0854
0.480214	1	0	0	7	0	-84.5998
0.480214	1	0	0	8	0	-60.9151
0.48025	1	0	0	9	0	-61.7209
0.48025	1	0	0	10	0	-69.953
0.480286	1	0	0	11	0	-72.3059
0.490036	1	0	0	12	0	-70.3322
0.490036	1	0	0	13	0	-67.1333
0.490071	1	0	0	14	0	-71.606
0.490071	1	0	0	15	0	-55.6931
0.490107	1	0	0	1	0	-76.8842
0.490107	1	0	0	2	0	-62.6137
0.490143	1	0	0	3	0	-71.5877
0.490143	1	0	0	4	0	-70.3369
0.490179	1	0	0	5	0	-61.927
0.490179	1	0	0	6	0	-73.0854
0.490214	1	0	0	7	0	-84.5998
0.490214	1	0	0	8	0	-60.9151
0.49025	1	0	0	9	0	-61.7209
0.49025	1	0	0	10	0	-69.953
0.490286	1	0	0	11	0	-72.3059
0.500036	1	0	0	12	0	-70.3322
0.500036	1	0	0	13	0	-67.1333
0.500071	1	0	0	14	0	-71.606
0.500071	1	0	0	15	0	-55.6931
0.500107	1	0	0	1	0	-76.8842
0.500107	1	0	0	2	0	-62.6137
0.500143	1	0	0	3	0	-71.5877
0.500143	1	0	0	4	0	-70.3369
0.500179	1	0	0	5	0	-61.927
0.500179	1	0	0	6	0	-73.0854
0.500214	1	0	0	7	0	-84.5998
0.500214	1	0	0	8	0	-60.9151
0.50025	1	0	0	9	0	-61.7209
0.50025	1	0	0	10	0	-69.953
0.500286	1	0	0	11	0	-72.3059
0.510036	1	0	0	12	0	-70.3322
0.510036	1	0	0	13	0	-67.1333
0.510071	1	0	0	14	0	-71.606
0.510071	1	0	0	15	0	-55.6931
0.510107	1	0	0	1	0	-76.8842
0.510107	1	0	0	2	0	-62.6137
0.510143	1	0	0	3	0	-71.5877
0.510143	1	0	0	4	0	-70.3369
0.510179	1	0	0	5	0	-61.927
0.510179	1	0	0	6	0	-73.0854
0.510214	1	0	0	7	0	-84.5998
0.510214	1	0	0	8	0	-60.9151
0.51025	1	0	0	9	0	-61.7209
0.51025	1	0	0	10	0	-69.953
0.510286	1	0	0	11	0	-72.3059
0.520036	1	0	0	12	0	-70.3322
0.520036	1	0	0	13	0	-67.1333
0.520071	1	0	0	14	0	-71.606
0.520071	1	0	0	15	0	-55.6931
0.520107	1	0	0	1	0	-76.8842
0.520107	1	0	0	2	0	-62.6137
0.520143	1	0	0	3	0	-71.5877
0.520143	1	0	0	4	0	-70.3369
0.520179	1	0	0	5	0	-61.927
0.520179	1	0	0	6	0	-73.0854
0.520214	1	0	0	7	0	-84.5998
0.520214	1	0	0	8	0	-60.9151
0.52025	1	0	0	9	0	-61.7209
0.52025	1	0	0	10	0	-69.953
0.520286	1	0	0	11	0	-72.3059
0.530036	1	0	0	12	0	-70.3322
0.530036	1	0	0	13	0	-67.1333
0.530071	1	0	0	14	0	-71.606
0.530071	1	0	0	15	0	-55.6931
0.530107	1	0	0	1	0	-76.8842
0.530107	1	0	0	2	0	-62.6137
0.530143	1	0	0	3	0	-71.5877
0.530143	1	0	0	4	0	-70.3369
0.530179	1	0	0	5	0	-61.927
0.530179	1	0	0	6	0	-73.0854
0.530214	1	0	0	7	0	-84.5998
0.530214	1	0	0	8	0	-60.9151
0.53025	1	0	0	9	0	-61.7209
0.53025	1	0	0	10	0	-69.953
0.530286	1	0	0	11	0	-72.3059
0.540036	1	0	0	12	0	-70.3322
0.540036	1	0	0	13	0	-67.1333
0.540071	1	0	0	14	0	-71.606
0.540071	1	0	0	15	0	-55.6931
0.540107	1	0	0	1	0	-76.8842
0.540107	1	0	0	2	0	-62.6137
0.540143	1	0	0	3	0	-71.5877
0.540143	1	0	0	4	0	-70.3369
0.540179	1	0	0	5	0	-61.927
0.540179	1	0	0	6	0	-73.0854
0.540214	1	0	0	7	0	-84.5998
0.540214	1	0	0	8	0	-60.9151
0.54025	1	0	0	9	0	-61.7209
0.54025	1	0	0	10	0	-69.953
0.540286	1	0	0	11	0	-72.3059
0.550036	1	0	0	12	0	-70.3322
0.550036	1	0	0	13	0	-67.1333
0.550071	1	0	0	14	0	-71.606
0.550071	1	0	0	15	0	-55.6931
0.550107	1	0	0	1	0	-76.8842
0.550107	1	0	0	2	0	-62.6137
0.550143	1	0	0	3	0	-71.5877
0.550143	1	0	0	4	0	-70.3369
0.550179	1	0	0	5	0	-61.927
0.550179	1	0	0	6	0	-73.0854
0.550214	1	0	0	7	0	-84.5998
0.550214	1	0	0	8	0	-60.9151
0.55025	1	0	0	9	0	-61.7209
0.55025	1	0	0	10	0	-69.953
0.550286	1	0	0	11	0	-72.3059
0.560036	1	0	0	12	0	-70.3322
0.560036	1	0	0	13	0	-67.1333
0.560071	1	0	0	14	0	-71.606
0.560071	1	0	0	15	0	-55.6931
0.560107	1	0	0	1	0	-76.8842
0.560107	1	0	0	2	0	-62.6137
0.560143	1	0	0	3	0	-71.5877
0.560143	1	0	0	4	0	-70.3369
0.560179	1	0	0	5	0	-61.927
0.560179	1	0	0	6	0	-73.0854
0.560214	1	0	0	7	0	-84.5998
0.560214	1	0	0	8	0	-60.9151
0.56025	1	0	0	9	0	-61.7209
0.56025	1	0	0	10	0	-69.953
0.560286	1	0	0	11	0	-72.3059
0.570036	1	0	0	12	0	-70.3322
0.570036	1	0	0	13	0	-67.1333
0.570071	1	0	0	14	0	-71.606
0.570071	1	0	0	15	0	-55.6931
0.570107	1	0	0	1	0	-76.8842
0.570107	1	0	0	2	0	-62.6137
0.570143	1	0	0	3	0	-71.5877
