time(s)	cellId	rnti	lcid	packetSize	delay(s)
0.480386	2	12	3	34	0.000385711
0.480421	2	13	3	34	0.000421425
0.490171	2	14	3	34	0.000171427
0.490171	2	15	3	34	0.000171427
0.490207	2	2	3	34	0.000207141
0.490207	2	1	3	34	0.000207141
0.490243	2	3	3	34	0.000242855
0.490243	2	4	3	34	0.000242855
0.490279	2	5	3	34	0.000278569
0.490279	2	6	3	34	0.000278569
0.490314	2	7	3	34	0.000314283
0.490314	2	8	3	34	0.000314283
0.49035	2	9	3	34	0.000349997
0.49035	2	10	3	34	0.000349997
0.490386	2	11	3	34	0.000385711
0.490386	2	12	3	34	0.000385711
0.490421	2	13	3	34	0.000421425
0.500171	2	14	3	34	0.000171427
0.500171	2	15	3	34	0.000171427
0.500207	2	2	3	34	0.000207141
0.500207	2	1	3	34	0.000207141
0.500243	2	3	3	34	0.000242855
0.500243	2	4	3	34	0.000242855
0.500279	2	5	3	34	0.000278569
0.500279	2	6	3	34	0.000278569
0.500314	2	7	3	34	0.000314283
0.500314	2	8	3	34	0.000314283
0.50035	2	9	3	34	0.000349997
0.50035	2	10	3	34	0.000349997
0.500386	2	11	3	34	0.000385711
0.500386	2	12	3	34	0.000385711
0.500421	2	13	3	34	0.000421425
0.510171	2	14	3	34	0.000171427
0.510171	2	15	3	34	0.000171427
0.510207	2	2	3	34	0.000207141
0.510207	2	1	3	34	0.000207141
0.510243	2	3	3	34	0.000242855
0.510243	2	4	3	34	0.000242855
0.510279	2	5	3	34	0.000278569
0.510279	2	6	3	34	0.000278569
0.510314	2	7	3	34	0.000314283
0.510314	2	8	3	34	0.000314283
0.51035	2	9	3	34	0.000349997
0.51035	2	10	3	34	0.000349997
0.510386	2	11	3	34	0.000385711
0.510386	2	12	3	34	0.000385711
0.510421	2	13	3	34	0.000421425
0.520171	2	14	3	34	0.000171427
0.520171	2	15	3	34	0.000171427
0.520207	2	2	3	34	0.000207141
0.520207	2	1	3	34	0.000207141
0.520243	2	3	3	34	0.000242855
0.520243	2	4	3	34	0.000242855
0.520279	2	5	3	34	0.000278569
0.520279	2	6	3	34	0.000278569
0.520314	2	7	3	34	0.000314283
0.520314	2	8	3	34	0.000314283
0.52035	2	9	3	34	0.000349997
0.52035	2	10	3	34	0.000349997
0.520386	2	11	3	34	0.000385711
0.520386	2	12	3	34	0.000385711
0.520421	2	13	3	34	0.000421425
0.530171	2	14	3	34	0.000171427
0.530171	2	15	3	34	0.000171427
0.530207	2	2	3	34	0.000207141
0.530207	2	1	3	34	0.000207141
0.530243	2	3	3	34	0.000242855
0.530243	2	4	3	34	0.000242855
0.530279	2	5	3	34	0.000278569
0.530279	2	6	3	34	0.000278569
0.530314	2	7	3	34	0.000314283
0.530314	2	8	3	34	0.000314283
0.53035	2	9	3	34	0.000349997
0.53035	2	10	3	34	0.000349997
0.530386	2	11	3	34	0.000385711
0.530386	2	12	3	34	0.000385711
0.530421	2	13	3	34	0.000421425
0.540171	2	14	3	34	0.000171427
0.540171	2	15	3	34	0.000171427
0.540207	2	2	3	34	0.000207141
0.540207	2	1	3	34	0.000207141
0.540243	2	3	3	34	0.000242855
0.540243	2	4	3	34	0.000242855
0.540279	2	5	3	34	0.000278569
0.540279	2	6	3	34	0.000278569
0.540314	2	7	3	34	0.000314283
0.540314	2	8	3	34	0.000314283
0.54035	2	9	3	34	0.000349997
0.54035	2	10	3	34	0.000349997
0.540386	2	11	3	34	0.000385711
0.540386	2	12	3	34	0.000385711
0.540421	2	13	3	34	0.000421425
0.550171	2	14	3	34	0.000171427
0.550171	2	15	3	34	0.000171427
0.550207	2	2	3	34	0.000207141
0.550207	2	1	3	34	0.000207141
0.550243	2	3	3	34	0.000242855
0.550243	2	4	3	34	0.000242855
0.550279	2	5	3	34	0.000278569
0.550279	2	6	3	34	0.000278569
0.550314	2	7	3	34	0.000314283
0.550314	2	8	3	34	0.000314283
0.55035	2	9	3	34	0.000349997
0.55035	2	10	3	34	0.000349997
0.550386	2	11	3	34	0.000385711
0.550386	2	12	3	34	0.000385711
0.550421	2	13	3	34	0.000421425
0.560171	2	14	3	34	0.000171427
0.560171	2	15	3	34	0.000171427
0.560207	2	2	3	34	0.000207141
0.560207	2	1	3	34	0.000207141
0.560243	2	3	3	34	0.000242855
0.560243	2	4	3	34	0.000242855
0.560279	2	5	3	34	0.000278569
0.560279	2	6	3	34	0.000278569
0.560314	2	7	3	34	0.000314283
0.560314	2	8	3	34	0.000314283
0.56035	2	9	3	34	0.000349997
0.56035	2	10	3	34	0.000349997
0.560386	2	11	3	34	0.000385711
0.560386	2	12	3	34	0.000385711
0.560421	2	13	3	34	0.000421425
0.570171	2	14	3	34	0.000171427
0.570171	2	15	3	34	0.000171427
0.570207	2	2	3	34	0.000207141
0.570207	2	1	3	34	0.000207141
0.570243	2	3	3	34	0.000242855
0.570243	2	4	3	34	0.000242855
0.570279	2	5	3	34	0.000278569
0.570279	2	6	3	34	0.000278569
0.570314	2	7	3	34	0.000314283
0.570314	2	8	3	34	0.000314283
0.57035	2	9	3	34	0.000349997
0.57035	2	10	3	34	0.000349997
0.570386	2	11	3	34	0.000385711
0.570386	2	12	3	34	0.000385711
0.570421	2	13	3	34	0.000421425
0.580171	2	14	3	34	0.000171427
0.580171	2	15	3	34	0.000171427
0.580207	2	2	3	34	0.000207141
0.580207	2	1	3	34	0.000207141
0.580243	2	3	3	34	0.000242855
0.580243	2	4	3	34	0.000242855
0.580279	2	5	3	34	0.000278569
0.580279	2	6	3	34	0.000278569
0.580314	2	7	3	34	0.000314283
0.580314	2	8	3	34	0.000314283
0.58035	2	9	3	34	0.000349997
0.58035	2	10	3	34	0.000349997
0.580386	2	11	3	34	0.000385711
0.580386	2	12	3	34	0.000385711
0.580421	2	13	3	34	0.000421425
0.590171	2	14	3	34	0.000171427
0.590171	2	15	3	34	0.000171427
0.590207	2	2	3	34	0.000207141
0.590207	2	1	3	34	0.000207141
0.590243	2	3	3	34	0.000242855
0.590243	2	4	3	34	0.000242855
0.590279	2	5	3	34	0.000278569
0.590279	2	6	3	34	0.000278569
0.590314	2	7	3	34	0.000314283
0.590314	2	8	3	34	0.000314283
0.59035	2	9	3	34	0.000349997
0.59035	2	10	3	34	0.000349997
0.590386	2	11	3	34	0.000385711
0.590386	2	12	3	34	0.000385711
0.590421	2	13	3	34	0.000421425
0.600171	2	14	3	34	0.000171427
0.600171	2	15	3	34	0.000171427
0.600207	2	2	3	34	0.000207141
0.600207	2	1	3	34	0.000207141
0.600243	2	3	3	34	0.000242855
0.600243	2	4	3	34	0.000242855
0.600279	2	5	3	34	0.000278569
0.600279	2	6	3	34	0.000278569
0.600314	2	7	3	34	0.000314283
0.600314	2	8	3	34	0.000314283
0.60035	2	9	3	34	0.000349997
0.60035	2	10	3	34	0.000349997
0.600386	2	11	3	34	0.000385711
0.600386	2	12	3	34	0.000385711
0.600421	2	13	3	34	0.000421425
0.610171	2	14	3	34	0.000171427
0.610171	2	15	3	34	0.000171427
0.610207	2	2	3	34	0.000207141
0.610207	2	1	3	34	0.000207141
0.610243	2	3	3	34	0.000242855
0.610243	2	4	3	34	0.000242855
0.610279	2	5	3	34	0.000278569
0.610279	2	6	3	34	0.000278569
0.610314	2	7	3	34	0.000314283
0.610314	2	8	3	34	0.000314283
0.61035	2	9	3	34	0.000349997
0.61035	2	10	3	34	0.000349997
0.610386	2	11	3	34	0.000385711
0.610386	2	12	3	34	0.000385711
0.610421	2	13	3	34	0.000421425
0.620171	2	14	3	34	0.000171427
0.620171	2	15	3	34	0.000171427
0.620207	2	2	3	34	0.000207141
0.620207	2	1	3	34	0.000207141
0.620243	2	3	3	34	0.000242855
0.620243	2	4	3	34	0.000242855
0.620279	2	5	3	34	0.000278569
0.620279	2	6	3	34	0.000278569
0.620314	2	7	3	34	0.000314283
0.620314	2	8	3	34	0.000314283
0.62035	2	9	3	34	0.000349997
0.62035	2	10	3	34	0.000349997
0.620386	2	11	3	34	0.000385711
0.620386	2	12	3	34	0.000385711
0.620421	2	13	3	34	0.000421425
0.630171	2	14	3	34	0.000171427
0.630171	2	15	3	34	0.000171427
0.630207	2	2	3	34	0.000207141
0.630207	2	1	3	34	0.000207141
0.630243	2	3	3	34	0.000242855
0.630243	2	4	3	34	0.000242855
0.630279	2	5	3	34	0.000278569
0.630279	2	6	3	34	0.000278569
0.630314	2	7	3	34	0.000314283
0.630314	2	8	3	34	0.000314283
0.63035	2	9	3	34	0.000349997
0.63035	2	10	3	34	0.000349997
0.630386	2	11	3	34	0.000385711
